PheCode:189,PheCode:189.1,PheCode:189.12,PheCode:199,PheCode:593,PheCode:189.11,PheCode:189.2,PheCode:189.21,PheCode:189.4,PheCode:198,PheCode:223,PheCode:195,PheCode:198.3,PheCode:195.1,PheCode:586,PheCode:586.2,PheCode:751,PheCode:751.2,PheCode:751.22,PheCode:275.6,PheCode:589,PheCode:514,PheCode:514.2,PheCode:586.4,PheCode:255,RXNORM:993449,PheCode:593.1,PheCode:198.1,PheCode:198.2,PheCode:743.2,PheCode:260.6,PheCode:198.5,PheCode:198.6,PheCode:170,PheCode:170.1,PheCode:743.22,PheCode:751.21,PheCode:194,PheCode:759,PheCode:580.4,PheCode:586.3,PheCode:155,PheCode:155.1,RXNORM:714438,PheCode:198.4,RXNORM:5880,RXNORM:141704,PheCode:198.7,RXNORM:1597876,RXNORM:357977,RXNORM:1547545,RXNORM:1363268,RXNORM:1242999,RXNORM:495881
-0.5971324,-0.4760482,-0.3071298,-0.4781604,-0.5544927,-0.4374325,-0.5804388,-0.5614109,-0.2860435,-0.3670065,-0.2022805,-0.3030583,-0.2161302,-0.2825661,-0.4732495,-0.4635178,-0.3241173,-0.3188658,-0.0552075,-0.2170169,-0.1940987,-0.4792349,-0.5821509,-0.3415902,-0.1382479,-0.1224533,-0.4693817,-0.4969687,-0.4025832,-0.2303225,-0.1099137,-0.2238074,-0.4186703,-0.3159637,-0.2049904,-0.01444831,-0.3072735,-0.1401879,-0.0149192,-0.09112359,-0.09459354,-0.2979649,-0.2760163,-0.1132109,-0.3682146,-0.1414247,-0.06795799,-0.1335993,-0.2960858,-0.08163706,-0.2092484,-0.04919458,-0.05029728,-0.1053664
0.01136436,0.01324941,0.02623216,-0.167353,0.05705113,-0.01383347,0.01926425,-0.006075895,-0.03243801,-0.4886875,0.03033263,-0.5152337,-0.2350653,-0.5032881,0.1190238,0.1149667,0.1110133,0.09017421,0.06875645,0.05435222,0.07390347,0.1627196,0.1422068,0.1591483,0.2229285,-0.07937479,0.1317874,-0.4927177,-0.4573269,0.04954763,-0.1386732,-0.5892611,-0.3903793,-0.2221192,-0.2408384,-0.05781754,0.07774336,-0.09879602,0.04933206,0.1477485,0.09536773,0.1292553,0.1644905,-0.07452348,-0.327576,-0.08199205,-0.04013572,-0.2045078,-0.1251199,-0.1348819,0.05588243,0.07184828,0.01092535,-0.06700047
0.2245086,-0.0455089,0.02875717,-0.1946116,0.2974937,-0.07730818,0.292001,0.2881277,0.194664,-0.4999226,0.2220294,-0.3705723,-0.1308109,-0.3052748,0.02846844,0.0239232,0.2109617,0.1750797,0.06375832,-0.1766968,-0.01389697,-0.5540967,-0.4171844,0.2882978,-0.2345268,-0.03307916,0.2487598,-0.44994,-0.4481435,-0.2233907,-0.1535395,-0.6008247,-0.4304228,-0.1282284,-0.1520333,-0.06151927,0.1610871,-0.1493347,-0.006634358,0.07021173,0.006415943,-0.0607108,-0.02572433,-0.07714475,-0.2946025,0.05611169,-0.007526204,-0.08905138,-0.1978631,-0.03286504,-0.1410588,-0.04610815,-0.01950921,-0.003945981
-0.05200428,0.08744393,0.01703225,-0.01626988,-0.008883632,0.09939373,-0.08589517,-0.08318053,-0.04514948,0.1211372,-0.07510413,0.02271609,0.4752373,0.1192457,-0.02446184,0.150751,0.0907533,0.118333,-0.0187252,0.169068,0.04138019,0.000826761,0.01531631,0.05969896,0.2606268,-0.00833611,-0.003943334,0.0240559,0.1787332,-0.01102809,0.2226956,-0.008963315,0.05163262,-0.0727744,-0.06836328,-0.07570034,0.1204772,0.02640533,0.000677942,0.01076746,-0.05243403,0.7474388,0.7158157,-0.02656172,0.490761,-0.02053669,0.0195749,-0.06417271,0.04229424,0.01973693,0.01816281,-0.03431586,-0.02275366,0.2314824
-0.6215907,-0.2567523,-0.2170024,0.1539223,-0.8278669,-0.1861261,-0.6662046,-0.6320419,-0.2667776,0.15297,-0.3215032,0.4072864,0.06502497,0.2878932,-0.4911979,-0.4037018,-0.2798606,-0.2171292,-0.1425641,-0.06831274,-0.1344539,-0.1355548,-0.1636857,-0.5169565,0.02605014,-0.03126956,-0.607723,0.3962178,0.2381651,-0.1636554,0.00916617,0.2004183,-0.01995764,0.1812834,0.1483068,-0.094871,-0.1846532,0.04083937,-0.03681198,-0.1063965,-0.06930563,-0.1654629,-0.1650378,0.01885506,0.03299376,0.02981955,0.02528046,0.169638,0.0435746,0.01028036,-0.08923702,-0.09179407,0.01292754,0.02528504
0.3031889,0.2404403,0.1646613,-0.1027217,0.2120671,0.2158677,0.2505207,0.2583594,0.2353461,0.1854993,0.1663326,-0.07863817,0.2540542,0.1025617,0.2292507,0.1062064,0.2737493,0.2960391,0.05674469,0.1046931,0.03981565,-0.4559001,-0.3281841,0.1720036,0.001934903,0.0854376,0.1713977,-0.05155343,0.0548233,0.06250151,0.05641408,0.241902,0.2198347,-0.04650189,-0.000900265,0.09573743,0.2945331,0.1056777,-0.02028461,0.1449745,0.1353755,0.3643505,0.3436442,0.0736981,0.2575859,0.02752703,0.09629617,0.000298477,0.02892164,0.1069211,-0.0801753,-0.0430277,0.09867687,0.1953759
-0.3625044,-0.5161407,-0.3107927,-0.277955,-0.1560517,-0.4995287,-0.2319572,-0.2083924,-0.1598941,-0.8492481,0.03753474,-0.5002168,-0.4530579,-0.3643091,-0.1550653,-0.2903063,-0.2096901,-0.2412394,-0.06710352,-0.5813116,-0.1793301,-0.3733731,-0.5004324,-0.2898247,-0.2673732,-0.3188628,-0.3258749,-0.8222348,-0.7489695,-0.3533978,-0.2122498,-0.4172069,-0.8090489,-0.3563204,-0.2695473,-0.03073587,-0.235183,-0.1909707,0.01907008,-0.1776752,-0.1142823,-0.2982589,-0.2242143,-0.2175148,-0.7468274,-0.0109992,-0.2775923,-0.1746031,-0.4245266,-0.2027206,-0.2645194,-0.07296335,-0.1985913,-0.1094034
0.1457443,-0.187355,-0.04324385,-0.5061682,0.3028112,-0.208592,0.2760035,0.2844816,0.12441,-0.5210501,0.1095872,-0.5878936,0.1304836,-0.2836958,0.1732551,0.06884474,0.03651021,-0.00930687,0.0224925,-0.1978519,0.02537084,-0.350185,-0.3093928,0.2690391,-0.1966658,-0.1012825,0.2273288,-0.5968468,-0.3649528,-0.07842231,0.01347896,-0.5323653,-0.3339603,-0.3681657,-0.2850106,-0.05552876,-0.03233959,-0.1907388,-0.05852487,-0.08059436,-0.113792,-0.2929779,-0.3211509,-0.1618975,-0.04211729,-0.1306205,-0.1950815,-0.2412138,-0.2485004,-0.1476391,-0.1784344,-0.06281548,-0.1530091,-0.1404515
-0.4730147,-0.1245794,-0.1956681,-0.02497641,-0.5896033,-0.05848003,-0.5298821,-0.4815853,-0.2799875,0.4916493,-0.3534129,0.5445099,0.220216,0.5485617,-0.1335575,-0.3520494,-0.2543184,-0.1871565,-0.1552493,0.02439868,-0.09558534,-0.1384701,-0.2483098,-0.5578521,-0.2742614,-0.002006712,-0.7237038,0.5776836,0.564234,0.000441689,0.05159074,0.4542387,0.4130981,0.4201598,0.3524709,0.1582587,-0.1428796,-0.03916958,-0.04855934,-0.113184,-0.03676899,-0.1932352,-0.2470918,0.05438258,0.4034818,0.1529754,-0.01085385,0.2504196,0.1584763,0.08439882,0.03678444,-0.0131393,0.02085171,0.02387039
-0.4307869,-0.2891413,-0.2548956,-0.4532344,-0.5214955,-0.2760218,-0.4727341,-0.4479246,-0.3010271,0.1079855,-0.2407119,0.06424011,0.1348279,0.00906581,-0.008026945,-0.329334,-0.20335,-0.1151283,-0.02054607,-0.2416443,-0.1461279,-0.4623009,-0.5432137,-0.4484827,-0.3203548,-0.03090306,-0.6419896,-0.1223077,-0.1135033,-0.1255456,-0.08774023,-0.265688,-0.09239272,-0.2304334,-0.09039524,0.1364576,-0.08223145,-0.1140433,0.007825904,0.02104841,0.05820796,0.2256915,0.1596211,0.006970289,0.2018395,0.006699153,0.05634403,-0.00391741,-0.136383,0.0755239,-0.09264598,0.03177712,0.06650711,0.1778793
-0.1794,-0.132199,-0.08367301,-0.06868678,-0.3072871,-0.09740049,-0.2291831,-0.2390861,-0.1680463,0.3647705,-0.1966484,0.03981487,0.1820206,0.0565919,-0.2726051,-0.1050418,-0.3698957,-0.3821284,-0.0111785,-0.2407758,-0.0144489,0.3086083,0.2672955,-0.186562,-0.02324265,0.0291141,-0.1966225,0.1224516,0.2235764,0.1057333,0.04434135,0.08083465,0.1898161,-0.02763959,-0.06862377,0.06857834,-0.3781538,-0.06645254,-0.01274774,-0.1271792,-0.05128947,0.4058353,0.3544414,0.1052939,0.3638408,0.0337466,0.09506411,0.06031495,0.147081,0.08012458,0.09643552,0.03887899,-0.02120495,0.1583019
0.8635331,0.3009359,0.337604,-0.2072549,0.7598249,0.2244583,0.9128823,0.9036569,0.5873793,0.1574924,0.4352234,0.04445782,-0.2784283,-0.03409911,0.3672806,0.09406984,0.2747829,0.1835926,0.180406,0.1399231,0.04011233,0.1176189,-0.01158101,0.6445187,-0.03140171,0.1376965,0.7147474,0.05242449,0.117718,0.0628832,-0.06512569,0.04877983,0.3718695,-0.02451673,0.128616,0.09156704,0.1382781,0.001289926,-0.03744983,0.1292305,0.065234,-0.6726647,-0.6478303,0.1183938,-0.2569448,-0.1059704,0.0752504,-0.01589901,0.01127067,0.07719695,-0.0446599,0.02153038,0.07976915,-0.1732881
-0.1269535,-0.02868168,0.01536027,-0.3200647,-0.3031226,0.02218784,-0.09150734,-0.05490778,0.09152098,-0.09853995,-0.02735188,-0.2727765,0.5880368,0.1117097,-0.1102774,-0.09699557,-0.07729601,-0.096948,-0.07883474,-0.1721875,-0.08936692,-0.5151117,-0.3053938,0.1268499,-0.01316039,0.001442314,-0.1058807,-0.03782176,0.1882109,0.1390996,0.1718968,0.05004772,0.1260167,0.1330528,0.1210129,0.02352278,-0.11136,-0.0280554,-0.1253968,-0.161742,-0.07384618,0.2190764,0.2020417,0.08027777,0.4554056,-0.006279562,0.07541947,-0.07299976,-0.006805964,0.1313156,-0.07889188,0.02504966,0.01183412,0.2347565
-0.2898841,-0.169521,-0.111063,-0.1178744,-0.1819691,-0.1526668,-0.2627035,-0.2864863,-0.1977156,0.07846797,-0.2060304,0.2287902,-0.06312092,-0.0431681,-0.3861857,-0.03218982,-0.2111298,-0.2095405,-0.06277849,0.04549261,0.09061386,0.2471119,0.3165009,-0.1585759,-0.01529906,-0.02143543,-0.007004034,0.3048115,0.09291793,0.1287103,0.1626036,0.074107,0.00361878,-0.02303877,0.0310358,0.01315667,-0.2007671,-0.09226977,-0.04469026,-0.09124558,-0.1124916,0.2950502,0.2997181,-0.03333232,0.07578952,-0.1888082,-0.04536773,-0.05396064,0.0967744,-0.1021502,0.08912471,-0.01795341,-0.07252664,0.0445235
0.288695,0.03538409,0.06339759,-0.01488808,0.3416054,0.02512184,0.2686441,0.25818,0.1178208,0.2793164,0.07619301,0.1479481,0.04079833,0.05424572,0.2174084,0.07413094,-0.06358079,-0.1083567,0.08389107,-0.1000773,0.0662176,-0.2025139,-0.2011263,0.1424538,-0.1004531,0.04675938,0.1929738,-0.005143177,0.002037977,-0.1757742,-0.1294987,0.04450142,0.1605941,0.01500207,0.03601859,-0.01760291,-0.120994,0.03471624,0.02387614,0.01473051,0.0824559,0.08213738,0.04054488,0.02347015,0.09432814,0.06848661,0.001175296,0.06549037,0.01900443,0.02076543,0.05900933,-0.0175594,-0.07022236,-0.04601428
-0.406034,-0.2767094,-0.1712119,-0.2054912,-0.4995742,-0.2434491,-0.403145,-0.4039768,-0.2363739,-0.136842,-0.2066221,0.03271276,0.1182612,-0.2266296,-0.3477391,-0.2549146,-0.1363853,-0.122601,-0.009401455,-0.389486,-0.04869442,-0.299171,-0.2246672,-0.2449779,-0.1039368,-0.09844478,-0.5158837,0.0428603,-0.1924575,-0.322624,-0.1419,-0.2431628,-0.4923687,-0.04602477,-0.03281021,-0.1678833,-0.1072494,0.03130802,0.02521887,-0.01949055,0.01132888,-0.3062032,-0.3104139,-0.05293936,-0.09232909,-0.1063753,-0.03006736,-0.03560539,-0.04983709,-0.07445094,0.02404631,0.01235889,0.005304478,-0.2331045
-0.06420868,0.107641,-0.008461789,0.1207953,-0.0590958,0.1139964,-0.1095797,-0.1132517,-0.09880424,0.1627522,-0.08014717,0.1579156,-0.02682629,0.1539256,0.01992516,0.03090154,-0.05521715,-0.0541694,-0.04320368,0.3239511,0.04051942,0.1179726,0.1120086,-0.07969063,0.2850236,0.04354417,-0.03071389,0.0330778,0.1500208,0.07513266,0.1642243,0.3476148,0.2352866,0.1491867,0.09942329,-0.02470013,-0.04757549,0.1649648,0.01930649,-0.04075007,-0.00432613,0.1655846,0.1404091,0.01222095,0.1282075,-0.02311801,-0.007048042,0.01655556,0.1192055,0.001633597,0.03412174,-0.001563642,-0.008152294,0.04397455
0.006387812,0.09104333,0.02095471,-0.01055883,0.05292299,0.09616619,-0.0177002,-0.03359374,-0.01331201,-0.1105649,0.0400956,0.02449677,0.003501312,0.1145251,0.04776543,0.08757068,0.04299964,0.04941308,-0.0103536,0.1171781,0.04753183,-0.01977983,0.07673773,0.03211057,-0.07647366,0.05924448,0.1092958,-0.2512955,-0.09665965,0.1717858,0.07104478,0.01711574,0.06274034,0.04741021,0.06909033,0.08197754,0.04774238,-0.03149678,-0.01610274,2.43e-05,-0.02331065,0.3164306,0.3036336,0.02980148,-0.07371107,-0.02437266,0.08091148,-0.04301838,0.0277047,0.05814345,-0.03394757,-0.00415385,0.01458429,0.01089845
0.1609414,0.09615003,0.1015323,0.09996701,0.2355688,0.09117923,0.153461,0.146178,0.07948102,0.1333337,0.06373029,0.03153502,-0.0819036,-0.03032917,0.2217715,0.1553172,0.1314032,0.09742387,0.02892688,0.005333776,0.02083496,0.2354115,0.2431317,0.2239159,0.07739287,-0.004822407,0.1863963,0.08039364,0.09062197,0.1270711,0.08835313,0.2009392,0.1785252,0.06574291,0.09721947,-0.000738183,0.08189801,0.05284336,0.01921103,0.0299459,0.03583768,0.4824914,0.5013026,0.01081292,-0.01285593,-0.05659142,0.0479778,-0.01415561,0.07102462,0.02507739,0.04952215,0.02719564,-0.01569107,0.1560385
0.3099513,0.1548091,0.1093764,-0.06468463,0.2076348,0.1277664,0.3259959,0.3281645,0.1414706,0.2587448,0.05070004,0.01279273,0.2505166,0.1086163,0.1755491,0.121945,0.04657785,0.02573028,0.02072532,0.04924101,0.02821144,0.05605634,0.05255675,0.2722187,0.09111485,0.000338999,0.2712166,0.0909057,0.2480207,0.007920025,0.1575515,0.1916758,0.186741,0.01938402,-0.05720728,-0.01252229,0.01146275,-0.04540278,-0.01897362,0.01016959,0.02925349,0.1186986,0.06601993,0.00130914,0.429697,0.01092413,0.0108573,0.007277789,0.06213351,0.0247821,0.06647368,-8.89e-05,0.01361106,0.0931404
-0.2069086,-0.1071478,-0.07833772,0.1543093,-0.14635,-0.08962763,-0.2072366,-0.2132597,-0.1372201,-0.1263487,-0.07517724,-0.04374833,-0.09426036,-0.1678534,-0.08964492,-0.03267291,0.0202485,0.05729832,-0.03189256,-0.1106594,-0.01109269,0.0970197,0.1197251,-0.1710824,0.09132922,-0.005173586,-0.2096013,0.1093423,-0.1043041,-0.04631013,-0.06502719,-0.1679141,-0.2381317,-0.04876478,-0.02372722,0.01831675,0.07268901,0.137552,0.0265363,0.01157211,-0.01580013,-0.1246855,-0.0884421,-0.01975492,-0.2745016,-0.1400222,0.01291446,-0.01736991,-0.05927266,-0.01960177,-0.05020171,-0.01488059,-0.01976596,0.01033626
0.03687066,0.2211569,0.1112696,0.1104302,-0.001686818,0.2316998,-0.05572435,-0.04533417,0.05210778,0.09651887,0.05259176,-0.2003163,0.1748671,0.05751018,0.08578036,0.01323681,-0.04793571,-0.03730697,-0.01420808,0.1592232,-0.00774548,0.02642562,0.007007867,-0.05266874,0.04803115,0.06819457,-0.09901091,-0.0652643,0.1004825,0.09784397,-0.1265224,0.2839976,0.2525943,0.09682286,0.07124797,0.1202452,-0.03253646,0.1531156,0.02594195,-0.01916068,0.05331684,0.2567603,0.2298635,0.1283098,0.2116395,0.0536655,0.08607713,0.02447688,0.08606359,0.1348781,0.0281586,0.003927553,0.01219793,0.2023883
-0.04592811,-0.03293193,0.02436722,0.1009552,0.03455837,-0.01480245,-0.06070249,-0.06981153,-0.0339379,0.07743973,0.03308766,0.1049078,-0.2395944,-0.09194135,-0.1544008,-0.02716976,0.03097098,-0.02736436,0.004104354,-0.09538401,-0.001143023,-0.2038322,-0.1457073,-0.03036305,-0.004393088,0.005593051,-0.003209918,0.1424689,-0.02901586,0.02486379,-0.09147781,0.1626266,0.03280827,0.1219073,0.1127042,-0.02997251,-0.0231697,0.01687006,-0.009079232,-0.02293526,-0.04040722,0.4450598,0.4853069,0.01163485,-0.1943035,0.07118877,0.05127089,0.04992063,0.06322779,-0.003012509,0.05835126,0.03026896,0.005122238,0.2460941
-0.5662018,-0.346019,-0.2947194,0.1037358,-0.2830965,-0.3080405,-0.5169547,-0.4936181,-0.3364277,-0.301064,-0.1691009,0.2257243,-0.3362959,0.03892515,-0.04967667,-0.05003237,-0.02675387,-0.02558561,-0.03620026,0.187715,-0.05382321,-0.005368627,-0.1136422,-0.3666297,0.04837401,-0.1166567,-0.2949529,-0.02699007,-0.2760134,-0.1131352,-0.006943249,-0.145522,-0.2605288,-0.0339043,0.02267509,-0.1228354,-0.003890285,0.05347703,0.004718211,-0.06675152,0.001140781,-0.1041107,-0.08108299,-0.08259247,-0.3725605,-0.1127661,-0.1268563,-0.01032782,-0.1883811,-0.06631638,-0.172638,-0.06017206,-0.08985791,0.02014506
0.410648,0.1953041,0.1920144,0.1358642,0.3290375,0.1350994,0.482279,0.4753742,0.2203464,0.2042791,0.1317731,0.2963205,0.05426569,0.2560184,0.312309,0.1396567,0.1425004,0.08871016,0.02685477,-0.07894432,0.02133179,-0.01105923,0.03059978,0.3807135,-0.03880084,-0.04931845,0.4032369,0.2581748,0.2699764,-0.1465666,0.2360986,0.3108951,0.2594426,0.1129288,0.05360397,-0.09868584,0.07358812,-0.06567903,-0.000681204,0.06250415,0.02221861,0.3214169,0.3061852,-0.06718515,0.2365289,0.09626197,-0.0273976,0.1067075,0.05506919,-0.04313652,0.07060493,-0.03604851,-0.0307192,0.04828739
-0.1806169,-0.1191422,-0.05622907,0.04987332,-0.2420887,-0.1081535,-0.2056547,-0.1955656,0.01509702,-0.1026141,-0.005531287,0.1811433,0.008321313,0.2211725,-0.3366485,-0.2847613,-0.04793363,-0.04082185,0.006039763,-0.3014265,-0.0142063,-0.4350129,-0.3645648,-0.243639,-0.257899,-0.143295,-0.171414,0.04828528,-0.08743344,-0.2798498,-0.1927441,-0.2407047,-0.2905091,0.08978043,0.02030883,-0.07281779,-0.03615949,-0.03067966,0.000213203,-0.04176389,-0.05004687,0.528108,0.5184281,0.1119179,-0.07024952,0.1648135,0.131677,0.0705795,-0.03974376,0.1116198,-0.1055624,0.03747029,0.06145873,0.3743037
-0.1048447,-0.0528611,-0.0635955,-0.01651883,-0.1207036,-0.0531321,-0.1255058,-0.1094601,-0.04330907,-0.02468392,-0.04886036,0.1026627,-0.05038225,0.03767428,0.02807386,-0.1368831,0.04543308,0.07940751,-0.01392661,-0.05730962,0.05582283,-0.09641166,-0.1083063,-0.1217334,0.2630858,0.05167364,-0.2872269,-0.01461517,-0.08477176,0.06175834,-0.1715778,-0.08367575,-0.1808484,0.08168,0.09241098,0.01518285,0.0855533,0.2102986,0.04583209,0.004279958,0.04681818,-0.2256787,-0.2189464,-0.008618092,-0.1540577,0.04880075,0.08506098,0.01253915,-0.001673091,0.009321939,0.0524533,-0.004299267,-0.01013636,-0.1254578
